timestamp,open,high,low,close,volume,vw,n
1262556000,16.904,16.904,16.904,16.904,1.0,16.904,1
1262559600,16.915,16.975,16.876,16.876,184.0,16.876,184
1262563200,16.878,16.9325,16.851,16.8605,241.0,16.8605,241
1262566800,16.8565,16.9255,16.8515,16.8795,217.0,16.8795,217
1262570400,16.8775,16.9295,16.8775,16.9135,224.0,16.9135,224
1262574000,16.9085,16.9365,16.8985,16.9295,92.0,16.9295,92
1262577600,16.9265,17.0165,16.9215,16.9865,264.0,16.9865,264
1262581200,16.9905,17.0415,16.9665,17.0205,242.0,17.0205,242
1262584800,17.0175,17.0515,16.9965,17.0085,191.0,17.0085,191
1262588400,17.0105,17.0225,16.9445,17.0225,348.0,17.0225,348
1262592000,17.0205,17.146,17.0205,17.13,528.0,17.13,528
1262595600,17.133,17.17,17.108,17.153,456.0,17.153,456
1262599200,17.15,17.189,17.118,17.133,333.0,17.133,333
1262602800,17.136,17.204,17.121,17.173,368.0,17.173,368
1262606400,17.17,17.192,17.153,17.155,259.0,17.155,259
1262610000,17.16,17.256,17.155,17.225,595.0,17.225,595
1262613600,17.227,17.407,17.227,17.348,634.0,17.348,634
1262617200,17.351,17.557,17.336,17.53,685.0,17.53,685
1262620800,17.532,17.555,17.412,17.429,553.0,17.429,553
1262624400,17.431,17.48,17.394,17.431,354.0,17.431,354
1262628000,17.429,17.47,17.405,17.431,237.0,17.431,237
1262631600,17.429,17.526,17.429,17.481,99.0,17.481,99
1262635200,17.474,17.542,17.469,17.539,54.0,17.539,54
1262638800,17.539,17.581,17.53,17.574,97.0,17.574,97
1262642400,17.571,17.574,17.561,17.573,23.0,17.573,23
1262646000,17.576,17.644,17.561,17.6095,231.0,17.6095,231
1262649600,17.6125,17.6475,17.6045,17.6105,252.0,17.6105,252
1262653200,17.6045,17.6235,17.5715,17.6045,157.0,17.6045,157
1262656800,17.6015,17.6035,17.5665,17.5845,182.0,17.5845,182
1262660400,17.5875,17.6325,17.5875,17.6095,152.0,17.6095,152
1262664000,17.6125,17.6265,17.5525,17.5595,236.0,17.5595,236
1262667600,17.5545,17.6065,17.5195,17.5865,259.0,17.5865,259
1262671200,17.5845,17.6475,17.5595,17.6375,304.0,17.6375,304
1262674800,17.6405,17.7335,17.6405,17.7135,179.0,17.7135,179
1262678400,17.7205,17.7285,17.6275,17.6435,412.0,17.6435,412
1262682000,17.6475,17.6795,17.6065,17.6175,354.0,17.6175,354
1262685600,17.6195,17.6475,17.5805,17.5955,349.0,17.5955,349
1262689200,17.5995,17.6045,17.5085,17.5725,394.0,17.5725,394
1262692800,17.5695,17.6945,17.5635,17.6565,398.0,17.6565,398
1262696400,17.6595,17.6775,17.5145,17.5525,731.0,17.5525,731
1262700000,17.5505,17.6045,17.4945,17.553,978.0,17.553,978
1262703600,17.55,17.7325,17.542,17.7265,781.0,17.7265,781
1262707200,17.7295,17.8645,17.7225,17.8215,741.0,17.8215,741
1262710800,17.8235,17.8465,17.7985,17.8395,354.0,17.8395,354
1262714400,17.8365,17.8365,17.6555,17.6995,439.0,17.6995,439
1262718000,17.6955,17.7415,17.6455,17.7375,370.0,17.7375,370
1262721600,17.7395,17.8145,17.7095,17.8145,192.0,17.8145,192
1262725200,17.8175,17.8175,17.779,17.788,85.0,17.788,85
1262728800,17.786,17.786,17.769,17.77,22.0,17.77,22
1262732400,17.77,17.794,17.744,17.759,154.0,17.759,154
1262736000,17.762,17.806,17.743,17.789,257.0,17.789,257
1262739600,17.792,17.9,17.792,17.89,201.0,17.89,201
1262743200,17.894,17.91,17.851,17.9,204.0,17.9,204
1262746800,17.903,17.911,17.86,17.865,185.0,17.865,185
1262750400,17.871,17.895,17.851,17.879,174.0,17.879,174
1262754000,17.875,17.888,17.838,17.867,136.0,17.867,136
1262757600,17.863,17.947,17.793,17.836,229.0,17.836,229
1262761200,17.839,17.978,17.755,17.956,481.0,17.956,481
1262764800,17.953,18.001,17.913,17.969,339.0,17.969,339
1262768400,17.972,18.003,17.938,17.991,152.0,17.991,152
1262772000,17.986,17.997,17.921,17.968,113.0,17.968,113
1262775600,17.964,17.968,17.877,17.879,190.0,17.879,190
1262779200,17.882,17.907,17.858,17.874,368.0,17.874,368
1262782800,17.871,18.077,17.854,18.053,715.0,18.053,715
1262786400,18.049,18.052,17.941,17.974,451.0,17.974,451
1262790000,17.972,18.124,17.972,18.087,762.0,18.087,762
1262793600,18.084,18.211,18.071,18.139,656.0,18.139,656
1262797200,18.141,18.152,18.077,18.152,499.0,18.152,499
1262800800,18.156,18.179,18.101,18.157,273.0,18.157,273
1262804400,18.157,18.219,18.157,18.188,378.0,18.188,378
1262808000,18.19,18.202,18.178,18.178,93.0,18.178,93
1262811600,18.171,18.208,18.169,18.194,131.0,18.194,131
1262815200,18.199,18.239,18.195,18.239,26.0,18.239,26
1262818800,18.239,18.239,18.148,18.148,184.0,18.148,184
1262822400,18.145,18.3595,18.142,18.3075,415.0,18.3075,415
1262826000,18.3055,18.3165,18.2675,18.2705,246.0,18.2705,246
1262829600,18.2665,18.2665,18.1365,18.1675,329.0,18.1675,329
1262833200,18.1635,18.1795,18.0815,18.1415,268.0,18.1415,268
1262836800,18.1385,18.1655,18.1075,18.1135,256.0,18.1135,256
1262840400,18.1165,18.1445,18.0955,18.1325,185.0,18.1325,185
1262844000,18.1395,18.1565,18.1035,18.1065,343.0,18.1065,343
1262847600,18.1095,18.14,18.0495,18.14,288.0,18.14,288
1262851200,18.146,18.162,18.087,18.091,342.0,18.091,342
1262854800,18.087,18.134,18.059,18.068,262.0,18.068,262
1262858400,18.07,18.14,18.042,18.137,317.0,18.137,317
1262862000,18.142,18.184,18.068,18.089,443.0,18.089,443
1262865600,18.086,18.115,18.052,18.063,366.0,18.063,366
1262869200,18.066,18.154,18.064,18.14,377.0,18.14,377
1262872800,18.144,18.234,18.122,18.156,642.0,18.156,642
1262876400,18.16,18.343,18.144,18.307,555.0,18.307,555
1262880000,18.31,18.338,18.207,18.237,440.0,18.237,440
1262883600,18.234,18.323,18.225,18.256,250.0,18.256,250
1262887200,18.259,18.323,18.24,18.283,131.0,18.283,131
1262890800,18.285,18.328,18.285,18.318,85.0,18.318,85
1262894400,18.32,18.32,18.208,18.209,134.0,18.209,134
1262898000,18.209,18.248,18.206,18.228,51.0,18.228,51
1262901600,18.223,18.253,18.22,18.241,20.0,18.241,20
1262905200,18.241,18.253,18.104,18.104,82.0,18.104,82
1262908800,18.107,18.138,18.076,18.129,135.0,18.129,135
1262912400,18.127,18.153,18.09,18.115,184.0,18.115,184
1262916000,18.113,18.132,18.058,18.063,149.0,18.063,149
1262919600,18.057,18.092,18.055,18.056,64.0,18.056,64
1262923200,18.06,18.113,18.055,18.109,46.0,18.109,46
1262926800,18.107,18.127,18.04,18.04,132.0,18.04,132
1262930400,18.043,18.115,18.043,18.115,132.0,18.115,132
1262934000,18.118,18.19,18.113,18.175,176.0,18.175,176
1262937600,18.178,18.19,18.132,18.137,292.0,18.137,292
1262941200,18.135,18.169,18.119,18.132,256.0,18.132,256
1262944800,18.132,18.132,18.055,18.106,337.0,18.106,337
1262948400,18.102,18.137,18.083,18.117,242.0,18.117,242
1262952000,18.114,18.14,18.1,18.123,342.0,18.123,342
1262955600,18.12,18.455,18.073,18.426,1289.0,18.426,1289
1262959200,18.43,18.462,18.331,18.377,1066.0,18.377,1066
1262962800,18.374,18.414,18.281,18.373,375.0,18.373,375
1262966400,18.378,18.405,18.343,18.405,210.0,18.405,210
1262970000,18.408,18.433,18.378,18.403,174.0,18.403,174
1262973600,18.398,18.465,18.383,18.46,179.0,18.46,179
1262977200,18.463,18.498,18.424,18.429,356.0,18.429,356
1262980800,18.432,18.486,18.424,18.474,169.0,18.474,169
1262984400,18.472,18.486,18.442,18.483,127.0,18.483,127
1262988000,18.483,18.483,18.483,18.483,1.0,18.483,1
1263157200,18.483,18.483,18.483,18.483,8.0,18.483,8
1263164400,18.479,18.762,18.479,18.673,554.0,18.673,554
1263168000,18.67,18.737,18.635,18.707,342.0,18.707,342
1263171600,18.712,18.765,18.668,18.711,271.0,18.711,271
1263175200,18.713,18.794,18.676,18.788,132.0,18.788,132
1263178800,18.792,18.817,18.766,18.788,153.0,18.788,153
1263182400,18.786,18.789,18.705,18.732,154.0,18.732,154
1263186000,18.735,18.815,18.72,18.8,120.0,18.8,120
1263189600,18.803,18.811,18.736,18.753,221.0,18.753,221
1263193200,18.756,18.8,18.745,18.772,302.0,18.772,302
1263196800,18.777,18.818,18.738,18.753,398.0,18.753,398
1263200400,18.756,18.776,18.732,18.756,187.0,18.756,187
1263204000,18.753,18.818,18.735,18.784,216.0,18.784,216
1263207600,18.786,18.826,18.778,18.82,232.0,18.82,232
1263211200,18.823,18.856,18.816,18.824,212.0,18.824,212
1263214800,18.82,18.891,18.756,18.871,436.0,18.871,436
1263218400,18.868,18.875,18.734,18.738,507.0,18.738,507
1263222000,18.741,18.799,18.694,18.732,609.0,18.732,609
1263225600,18.734,18.763,18.674,18.706,510.0,18.706,510
1263229200,18.708,18.741,18.642,18.672,412.0,18.672,412
1263232800,18.667,18.711,18.607,18.691,448.0,18.691,448
1263236400,18.686,18.706,18.559,18.563,264.0,18.563,264
1263240000,18.566,18.595,18.563,18.571,133.0,18.571,133
1263243600,18.571,18.61,18.557,18.561,132.0,18.561,132
1263247200,18.566,18.571,18.552,18.558,23.0,18.558,23
1263250800,18.558,18.574,18.534,18.534,96.0,18.534,96
1263254400,18.538,18.6475,18.524,18.6405,316.0,18.6405,316
1263258000,18.6425,18.6585,18.6015,18.6115,167.0,18.6115,167
1263261600,18.6155,18.6245,18.5085,18.5545,383.0,18.5545,383
1263265200,18.5525,18.5785,18.5415,18.5495,137.0,18.5495,137
1263268800,18.5465,18.6255,18.5465,18.6105,153.0,18.6105,153
1263272400,18.6055,18.6645,18.6015,18.6645,163.0,18.6645,163
1263276000,18.6615,18.7285,18.6465,18.7035,264.0,18.7035,264
1263279600,18.7055,18.791,18.7005,18.74,247.0,18.74,247
1263283200,18.744,18.763,18.694,18.694,257.0,18.694,257
1263286800,18.691,18.692,18.627,18.649,223.0,18.649,223
1263290400,18.645,18.685,18.642,18.664,202.0,18.664,202
1263294000,18.662,18.67,18.442,18.451,432.0,18.451,432
1263297600,18.446,18.504,18.416,18.453,180.0,18.453,180
1263301200,18.456,18.525,18.351,18.353,665.0,18.353,665
1263304800,18.358,18.566,18.358,18.537,807.0,18.537,807
1263308400,18.54,18.606,18.533,18.564,786.0,18.564,786
1263312000,18.567,18.567,18.438,18.446,619.0,18.446,619
1263315600,18.45,18.458,18.249,18.271,627.0,18.271,627
1263319200,18.268,18.35,18.152,18.298,797.0,18.298,797
1263322800,18.296,18.301,18.209,18.278,359.0,18.278,359
1263326400,18.275,18.295,18.211,18.231,248.0,18.231,248
1263330000,18.235,18.271,18.233,18.253,125.0,18.253,125
1263333600,18.257,18.265,18.247,18.247,33.0,18.247,33
1263337200,18.247,18.29,18.247,18.29,72.0,18.29,72
1263340800,18.286,18.32,18.281,18.2955,198.0,18.2955,198
1263344400,18.2935,18.319,18.2155,18.314,269.0,18.314,269
1263348000,18.318,18.318,18.28,18.292,140.0,18.292,140
1263351600,18.295,18.315,18.283,18.303,89.0,18.303,89
1263355200,18.301,18.328,18.288,18.306,115.0,18.306,115
1263358800,18.303,18.313,18.28,18.282,123.0,18.282,123
1263362400,18.28,18.3365,18.273,18.3365,153.0,18.3365,153
1263366000,18.3335,18.3665,18.2285,18.2295,329.0,18.2295,329
1263369600,18.2275,18.3485,18.2225,18.3225,365.0,18.3225,365
1263373200,18.3285,18.3965,18.3255,18.3445,259.0,18.3445,259
1263376800,18.3415,18.3815,18.3225,18.3475,260.0,18.3475,260
1263380400,18.3495,18.3815,18.3285,18.3705,304.0,18.3705,304
1263384000,18.3685,18.4615,18.3475,18.4005,355.0,18.4005,355
1263387600,18.4085,18.4795,18.3955,18.4515,347.0,18.4515,347
1263391200,18.4495,18.4615,18.3715,18.4565,576.0,18.4565,576
1263394800,18.4615,18.4665,18.1955,18.3415,1265.0,18.3415,1265
1263398400,18.3385,18.4495,18.2775,18.4435,891.0,18.4435,891
1263402000,18.4465,18.6015,18.4325,18.5655,771.0,18.5655,771
1263405600,18.5635,18.5935,18.5025,18.526,653.0,18.526,653
1263409200,18.529,18.57,18.5135,18.5605,423.0,18.5605,423
1263412800,18.5575,18.6045,18.5505,18.5935,182.0,18.5935,182
1263416400,18.5955,18.635,18.593,18.621,118.0,18.621,118
1263420000,18.624,18.632,18.615,18.632,15.0,18.632,15
1263423600,18.626,18.6485,18.5945,18.6165,140.0,18.6165,140
1263427200,18.6145,18.7085,18.5905,18.6715,283.0,18.6715,283
1263430800,18.6685,18.7035,18.6625,18.6905,158.0,18.6905,158
1263434400,18.6935,18.7085,18.6595,18.6595,110.0,18.6595,110
1263438000,18.6625,18.6935,18.6535,18.6815,119.0,18.6815,119
1263441600,18.6755,18.6885,18.6555,18.6715,116.0,18.6715,116
1263445200,18.6685,18.7085,18.6575,18.6935,112.0,18.6935,112
1263448800,18.6915,18.6915,18.6355,18.6645,133.0,18.6645,133
1263452400,18.6695,18.6895,18.6425,18.6485,219.0,18.6485,219
1263456000,18.6445,18.6465,18.4725,18.5455,322.0,18.5455,322
1263459600,18.5425,18.5585,18.4705,18.4855,285.0,18.4855,285
1263463200,18.4895,18.5435,18.4755,18.5215,354.0,18.5215,354
1263466800,18.5195,18.5865,18.5175,18.5335,364.0,18.5335,364
1263470400,18.5365,18.5795,18.4405,18.4955,387.0,18.4955,387
1263474000,18.4935,18.6105,18.4825,18.5585,785.0,18.5585,785
1263477600,18.5615,18.6345,18.5085,18.611,756.0,18.611,756
1263481200,18.615,18.6865,18.5005,18.5155,841.0,18.5155,841
1263484800,18.5185,18.5615,18.4475,18.5315,916.0,18.5315,916
1263488400,18.5295,18.6535,18.5145,18.6085,551.0,18.6085,551
1263492000,18.6115,18.7195,18.5875,18.6985,532.0,18.6985,532
1263495600,18.7015,18.7185,18.6375,18.6745,322.0,18.6745,322
1263499200,18.6785,18.6935,18.6525,18.6635,209.0,18.6635,209
1263502800,18.6655,18.678,18.653,18.663,80.0,18.663,80
1263506400,18.667,18.673,18.663,18.669,12.0,18.669,12
1263510000,18.669,18.672,18.626,18.628,94.0,18.628,94
1263513600,18.625,18.672,18.611,18.616,243.0,18.616,243
1263517200,18.614,18.639,18.551,18.581,323.0,18.581,323
1263520800,18.584,18.59,18.535,18.5745,301.0,18.5745,301
1263524400,18.5725,18.6095,18.5455,18.5915,173.0,18.5915,173
1263528000,18.5935,18.5955,18.5365,18.5745,257.0,18.5745,257
1263531600,18.5725,18.5885,18.5515,18.5725,144.0,18.5725,144
1263535200,18.5745,18.5825,18.5445,18.5825,220.0,18.5825,220
1263538800,18.5865,18.5865,18.5025,18.5085,255.0,18.5085,255
1263542400,18.5045,18.5555,18.4625,18.5345,408.0,18.5345,408
1263546000,18.5365,18.5655,18.5175,18.5455,199.0,18.5455,199
1263549600,18.5425,18.5435,18.4745,18.4805,291.0,18.4805,291
1263553200,18.4835,18.5225,18.4655,18.5175,295.0,18.5175,295
1263556800,18.5145,18.5545,18.4705,18.5405,282.0,18.5405,282
1263560400,18.5445,18.5905,18.4705,18.4965,532.0,18.4965,532
1263564000,18.4995,18.5595,18.4625,18.4715,463.0,18.4715,463
1263567600,18.4645,18.4765,18.3875,18.4625,463.0,18.4625,463
1263571200,18.4605,18.5045,18.4405,18.4455,175.0,18.4455,175
1263574800,18.4475,18.4595,18.3895,18.3985,177.0,18.3985,177
1263578400,18.4035,18.4295,18.3935,18.4225,82.0,18.4225,82
1263582000,18.4185,18.4335,18.4025,18.4215,39.0,18.4215,39
1263585600,18.4185,18.4445,18.415,18.415,33.0,18.415,33
1263589200,18.41,18.41,18.405,18.408,10.0,18.408,10
1263769200,18.39,18.4405,18.3835,18.4275,90.0,18.4275,90
1263772800,18.4255,18.445,18.389,18.404,175.0,18.404,175
1263776400,18.401,18.428,18.395,18.428,62.0,18.428,62
1263780000,18.432,18.46,18.421,18.441,94.0,18.441,94
1263783600,18.438,18.549,18.438,18.527,111.0,18.527,111
1263787200,18.531,18.574,18.524,18.569,151.0,18.569,151
1263790800,18.571,18.584,18.563,18.578,67.0,18.578,67
1263794400,18.574,18.641,18.558,18.619,210.0,18.619,210
1263798000,18.621,18.654,18.555,18.574,189.0,18.574,189
1263801600,18.578,18.594,18.556,18.586,162.0,18.586,162
1263805200,18.59,18.641,18.576,18.606,201.0,18.606,201
1263808800,18.609,18.661,18.591,18.594,176.0,18.594,176
1263812400,18.591,18.67,18.578,18.653,189.0,18.653,189
1263816000,18.655,18.658,18.595,18.615,117.0,18.615,117
1263819600,18.619,18.643,18.616,18.618,48.0,18.618,48
1263823200,18.616,18.671,18.601,18.668,100.0,18.668,100
1263826800,18.671,18.674,18.636,18.647,163.0,18.647,163
1263830400,18.645,18.654,18.601,18.629,114.0,18.629,114
1263834000,18.626,18.664,18.616,18.643,137.0,18.643,137
1263837600,18.639,18.641,18.628,18.641,27.0,18.641,27
1263848400,18.641,18.641,18.641,18.641,4.0,18.641,4
1263855600,18.635,18.6895,18.621,18.6765,144.0,18.6765,144
1263859200,18.6795,18.7465,18.6685,18.7355,226.0,18.7355,226
1263862800,18.7325,18.8035,18.7325,18.7795,187.0,18.7795,187
1263866400,18.7765,18.7925,18.7425,18.7655,122.0,18.7655,122
1263870000,18.7625,18.7985,18.7425,18.7755,161.0,18.7755,161
1263873600,18.7785,18.7815,18.7355,18.7435,233.0,18.7435,233
1263877200,18.7415,18.7415,18.7135,18.7205,168.0,18.7205,168
1263880800,18.7175,18.7465,18.7135,18.7285,88.0,18.7285,88
1263884400,18.7315,18.8395,18.7235,18.8255,260.0,18.8255,260
1263888000,18.8225,18.8375,18.7805,18.7875,375.0,18.7875,375
1263891600,18.7855,18.7985,18.7025,18.7025,336.0,18.7025,336
1263895200,18.6995,18.7165,18.6185,18.6345,446.0,18.6345,446
1263898800,18.6325,18.6585,18.5075,18.5255,440.0,18.5255,440
1263902400,18.5235,18.5615,18.4875,18.5005,492.0,18.5005,492
1263906000,18.5035,18.621,18.4885,18.514,557.0,18.514,557
1263909600,18.511,18.659,18.465,18.583,352.0,18.583,352
1263913200,18.585,18.679,18.571,18.629,761.0,18.629,761
1263916800,18.631,18.679,18.571,18.679,627.0,18.679,627
1263920400,18.683,18.783,18.671,18.777,599.0,18.777,599
1263924000,18.775,18.795,18.753,18.776,350.0,18.776,350
1263927600,18.779,18.779,18.736,18.74,131.0,18.74,131
1263931200,18.738,18.783,18.736,18.78,153.0,18.78,153
1263934800,18.783,18.783,18.748,18.748,46.0,18.748,46
1263938400,18.755,18.783,18.752,18.765,33.0,18.765,33
1263942000,18.765,18.774,18.7075,18.7285,200.0,18.7285,200
1263945600,18.7325,18.8365,18.7205,18.8315,166.0,18.8315,166
1263949200,18.8335,18.8435,18.6755,18.6825,382.0,18.6825,382
1263952800,18.6805,18.7115,18.6455,18.6895,431.0,18.6895,431
1263956400,18.6925,18.7185,18.6105,18.6835,257.0,18.6835,257
1263960000,18.6865,18.6965,18.6175,18.6615,240.0,18.6615,240
1263963600,18.6585,18.6665,18.6165,18.6335,214.0,18.6335,214
1263967200,18.6365,18.6585,18.5935,18.6445,214.0,18.6445,214
1263970800,18.6475,18.6515,18.5525,18.5555,242.0,18.5555,242
1263974400,18.5525,18.5865,18.5205,18.5835,337.0,18.5835,337
1263978000,18.5815,18.6245,18.5575,18.5725,364.0,18.5725,364
1263981600,18.5685,18.5765,18.4875,18.5115,272.0,18.5115,272
1263985200,18.5085,18.5315,18.4835,18.4835,360.0,18.4835,360
1263988800,18.4805,18.5815,18.4565,18.5585,470.0,18.5585,470
1263992400,18.5555,18.5825,18.4055,18.4385,735.0,18.4385,735
1263996000,18.4355,18.4495,18.2185,18.2775,731.0,18.2775,731
1263999600,18.2805,18.2875,17.9405,17.9725,1066.0,17.9725,1066
1264003200,17.9705,17.9805,17.7975,17.8345,1079.0,17.8345,1079
1264006800,17.8365,17.9565,17.8225,17.9125,685.0,17.9125,685
1264010400,17.9145,17.9645,17.8555,17.9225,209.0,17.9225,209
1264014000,17.9295,17.9585,17.8955,17.9005,203.0,17.9005,203
1264017600,17.9065,17.9315,17.8955,17.8955,42.0,17.8955,42
1264021200,17.8965,17.8965,17.871,17.871,53.0,17.871,53
1264024800,17.885,17.893,17.866,17.866,33.0,17.866,33
1264028400,17.869,17.97,17.869,17.95,61.0,17.95,61
1264032000,17.955,17.9765,17.9445,17.9475,82.0,17.9475,82
1264035600,17.9495,17.9945,17.9405,17.973,186.0,17.973,186
1264039200,17.968,17.9735,17.8745,17.9205,263.0,17.9205,263
1264042800,17.9255,17.9645,17.9205,17.9575,83.0,17.9575,83
1264046400,17.9625,17.9675,17.9175,17.9425,56.0,17.9425,56
1264050000,17.9465,17.9915,17.9385,17.9785,65.0,17.9785,65
1264053600,17.9825,18.036,17.9695,18.026,77.0,18.026,77
1264057200,18.031,18.048,17.912,17.924,200.0,17.924,200
1264060800,17.921,17.951,17.822,17.822,248.0,17.822,248
1264064400,17.818,17.827,17.638,17.664,621.0,17.664,621
1264068000,17.662,17.73,17.589,17.609,615.0,17.609,615
1264071600,17.612,17.734,17.612,17.712,510.0,17.712,510
1264075200,17.716,17.719,17.659,17.664,400.0,17.664,400
1264078800,17.667,17.799,17.62,17.733,809.0,17.733,809
1264082400,17.735,17.913,17.727,17.816,875.0,17.816,875
1264086000,17.812,17.898,17.475,17.518,1172.0,17.518,1172
1264089600,17.52,17.552,17.327,17.494,1531.0,17.494,1531
1264093200,17.497,17.616,17.44,17.465,1078.0,17.465,1078
1264096800,17.47,17.585,17.44,17.539,433.0,17.539,433
1264100400,17.542,17.551,17.451,17.49,341.0,17.49,341
1264104000,17.488,17.495,17.395,17.401,215.0,17.401,215
1264107600,17.401,17.416,17.36,17.397,72.0,17.397,72
1264111200,17.4,17.4,17.378,17.38,15.0,17.38,15
1264114800,17.4,17.425,17.365,17.387,117.0,17.387,117
1264118400,17.385,17.415,17.339,17.367,150.0,17.367,150
1264122000,17.365,17.419,17.341,17.403,261.0,17.403,261
1264125600,17.4,17.424,17.376,17.424,86.0,17.424,86
1264129200,17.426,17.45,17.394,17.394,126.0,17.394,126
